y
-2.5
-2.4494949494949494
-2.398989898989899
-2.3484848484848486
-2.297979797979798
-2.2474747474747474
-2.196969696969697
-2.1464646464646466
-2.095959595959596
-2.0454545454545454
-1.994949494949495
-1.9444444444444444
-1.893939393939394
-1.8434343434343434
-1.792929292929293
-1.7424242424242424
-1.6919191919191918
-1.6414141414141414
-1.5909090909090908
-1.5404040404040404
-1.4898989898989898
-1.4393939393939394
-1.3888888888888888
-1.3383838383838385
-1.2878787878787878
-1.2373737373737375
-1.1868686868686869
-1.1363636363636365
-1.0858585858585859
-1.0353535353535352
-0.9848484848484849
-0.9343434343434344
-0.8838383838383839
-0.8333333333333334
-0.7828282828282829
-0.7323232323232324
-0.6818181818181818
-0.6313131313131313
-0.5808080808080808
-0.5303030303030303
-0.4797979797979798
-0.4292929292929293
-0.3787878787878788
-0.3282828282828283
-0.2777777777777778
-0.22727272727272727
-0.17676767676767677
-0.12626262626262627
-0.07575757575757576
-0.025252525252525252
0.025252525252525252
0.07575757575757576
0.12626262626262627
0.17676767676767677
0.22727272727272727
0.2777777777777778
0.3282828282828283
0.3787878787878788
0.4292929292929293
0.4797979797979798
0.5303030303030303
0.5808080808080808
0.6313131313131313
0.6818181818181818
0.7323232323232324
0.7828282828282829
0.8333333333333334
0.8838383838383839
0.9343434343434344
0.9848484848484849
1.0353535353535352
1.0858585858585859
1.1363636363636365
1.1868686868686869
1.2373737373737375
1.2878787878787878
1.3383838383838385
1.3888888888888888
1.4393939393939394
1.4898989898989898
1.5404040404040404
1.5909090909090908
1.6414141414141414
1.6919191919191918
1.7424242424242424
1.792929292929293
1.8434343434343434
1.893939393939394
1.9444444444444444
1.994949494949495
2.0454545454545454
2.095959595959596
2.1464646464646466
2.196969696969697
2.2474747474747474
2.297979797979798
2.3484848484848486
2.398989898989899
2.4494949494949494
2.5
