tag	karray	ϵs	psi
1	-0.019	5.97462668964039	39
1	-0.018	5.915305782972843	39
1	-0.017	5.845669181740381	39
1	-0.016	5.769056898183447	39
1	-0.015	5.691662972252155	39
1	-0.014	5.617224880162729	39
1	-0.013	5.547185912066593	39
1	-0.012	5.482245143110286	39
1	-0.011	5.424732929662542	39
1	-0.01	5.377546267760237	39
1	-0.009	5.323176554097839	39
1	-0.008	5.262411365144825	39
1	-0.007	5.201331040003629	39
1	-0.006	5.143739880185592	39
1	-0.005	5.098594176417831	39
1	-0.004	5.07783018368475	39
1	-0.003	5.06532431148684	39
1	-0.002	5.0560372054616245	39
1	-0.001	5.050195877241446	39
1	0.0	5.048198223747009	39
1	0.001	5.050195786964519	39
1	0.002	5.0560371233085775	39
1	0.003	5.065324244256994	39
1	0.004	5.077830246811019	39
1	0.005	5.098594198953026	39
1	0.006	5.143740035218181	39
1	0.007	5.201330778836427	39
1	0.008	5.262411490574778	39
1	0.009	5.323176738168004	39
1	0.01	5.377546389893554	39
1	0.011	5.424733030619127	39
1	0.012	5.482245495497797	39
1	0.013	5.547186071250815	39
1	0.014	5.6172250310463605	39
1	0.015	5.691662854055	39
1	0.016	5.769056980725889	39
1	0.017	5.845669283533458	39
1	0.018	5.915306071219846	39
1	0.019	5.974626831596609	39
1	0.02	6.035020305512863	39
1	0.021	6.110334198276284	39
1	0.022	6.20040273458919	39
1	0.023	6.299696245208002	39
1	0.024	6.404925386799243	39
1	0.025	6.514261793409062	39
1	0.026	6.6266789077492625	39
1	0.027	6.740955438342822	39
1	0.028	6.83225171008573	39
1	0.029	6.833974614412855	39
1	0.03	6.8379101549266785	39
1	0.031	6.855813113376745	39
1	0.032	6.8913818679708925	39
1	0.033	6.94515223089348	39
1	0.034	7.014841286557524	39
1	0.035	7.097196997137674	39
1	0.036	7.1893571566868175	39
1	0.037	7.2892062264646	39
1	0.038	7.395279218051893	39
1	0.039	7.506565541838256	39
1	0.04	7.622348165441814	39
1	0.041	7.742087125026986	39
1	0.042	7.768263221915626	39
1	0.043	7.7526841354697416	39
1	0.044	7.742915827353477	39
1	0.045	7.741815032834755	39
1	0.046	7.7523532286373715	39
1	0.047	7.777417837965427	39
1	0.048	7.819195381294625	39
1	0.049	7.878364593089464	39
1	0.05	7.954453070812482	39
1	0.051	8.045632326119497	39
1	0.052	8.149643195506231	39
1	0.053	8.264380461812339	39
1	0.054	8.38811968692225	39
1	0.055	8.519545997525993	39
1	0.056	8.657680202529333	39
1	0.057	8.801797189559947	39
1	0.058	8.951359133850415	39
1	0.059	9.105955065706546	39
1	0.06	9.265269706656866	39
1	0.061	9.429051134901638	39
1	0.062	9.597096396455187	39
1	0.063	9.74609512303877	39
1	0.064	9.804284330362554	39
1	0.065	9.869150397263773	39
1	0.066	9.941195713016313	39
1	0.067	10.020865752086818	39
1	0.068	10.108572566533487	39
1	0.069	10.204710764647698	39
1	0.07	10.309663377100955	39
1	0.071	10.42379303771433	39
1	0.072	10.5474456978942	39
1	0.073	10.680927606712306	39
1	0.074	10.824479310123788	39
1	0.075	10.97824349218762	39
1	0.076	11.142230881958673	39
1	0.077	11.316296676008362	39
1	0.078	11.50009265384862	39
1	0.079	11.693116397937333	39
1	0.08	11.894919318398198	39
1	0.081	12.104905555517465	39
1	0.082	12.322462752710889	39
1	0.083	12.547001628304754	39
1	0.084	12.777984763317813	39
1	0.085	13.01492981923359	39
1	0.086	13.257419191759219	39
1	0.087	13.505094816910226	39
1	0.088	13.757649487989536	39
1	0.089	14.014821113708138	39
1	0.09	14.276384828304737	39
1	0.091	14.542150117892492	39
1	0.092	14.81195177516997	39
1	0.093	15.085647065187407	39
1	0.094	15.363111392207976	39
1	0.095	15.644233229619573	39
1	0.096	15.92891620338465	39
1	0.097	16.217071493088817	39
1	0.098	16.50862142456305	39
1	0.099	16.8034942849317	39
1	0.1	17.1016260332046	39
1	0.101	17.402954528478954	39
1	0.102	17.70742626908711	39
1	0.103	18.014987294624127	39
1	0.104	18.325591946005105	39
1	0.105	18.639191570921497	39
1	0.106	18.95574690443239	39
1	0.107	19.275215631316268	39
1	0.108	19.597560301495726	39
1	0.109	19.922744005049402	39
1	0.11	20.25073315818747	39
1	0.111	20.5814926567304	39
1	0.112	20.914993756850812	39
1	0.113	21.25120438465169	39
1	0.114	21.59009705897974	39
1	0.115	21.931644601316012	39
1	0.116	22.27581971173217	39
1	0.117	22.6226004565537	39
1	0.118	22.971962184357384	39
1	0.119	23.323883068792803	39
1	0.12	23.678344759046908	39
1	0.121	24.03532823184844	39
1	0.122	24.39481821555758	39
1	0.123	24.756800168439668	39
1	0.124	25.12126222907301	39
1	0.125	25.488196564955864	39
1	0.126	25.85759846760589	39
1	0.127	26.229466279322267	39
1	0.128	26.603803266790568	39
1	0.129	26.980619495762717	39
1	0.13	27.359930323352554	39
1	0.131	27.74176061290302	39
1	0.132	28.126146317953847	39
1	0.133	28.513133215003087	39
1	0.134	28.902786842976617	39
1	0.135	29.295189286843765	39
1	0.136	29.690445333652104	39
1	0.137	30.088687925979873	39
1	0.138	30.490081198061343	39
1	0.139	30.894821377642284	39
1	0.14	31.303136632861133	39
1	0.141	31.715278445589103	39
1	0.142	32.13150185796377	39
1	0.143	32.55202134134076	39
1	0.144	32.97693642839958	39
1	0.145	33.40642944042102	39
1	0.146	33.84054281513273	39
1	0.147	34.2791876289621	39
1	0.148	34.722183548672504	39
1	0.149	35.16929842100391	39
1	0.15	35.6202752101872	39
1	-0.15	35.62146287243827	40
1	-0.149	35.17036828233727	40
1	-0.148	34.72311587177923	40
1	-0.147	34.27996175685553	40
1	-0.146	33.84114047769897	40
1	-0.145	33.406838446673405	40
1	-0.144	32.977158685554855	40
1	-0.143	32.55213592898734	40
1	-0.142	32.13173598794329	40
1	-0.141	31.71567812182857	40
1	-0.14	31.303691781792384	40
1	-0.139	30.895514290055328	40
1	-0.138	30.49089369878415	40
1	-0.137	30.089602465910954	40
1	-0.136	29.69144655071994	40
1	-0.135	29.296263762049783	40
1	-0.134	28.903923381008287	40
1	-0.133	28.514322291289265	40
1	-0.132	28.127379981538724	40
1	-0.131	27.743032155892074	40
1	-0.13	27.361234167633913	40
1	-0.129	26.981951278397535	40
1	-0.128	26.605158855636557	40
1	-0.127	26.230842148270206	40
1	-0.126	25.85899181622575	40
1	-0.125	25.489604929064548	40
1	-0.124	25.122683667111332	40
1	-0.123	24.75823251512322	40
1	-0.122	24.396257144471612	40
1	-0.121	24.036778452502944	40
1	-0.12	23.679801790903213	40
1	-0.119	23.325345183703295	40
1	-0.118	22.973428871045794	40
1	-0.117	22.624070758188314	40
1	-0.116	22.277292505222444	40
1	-0.115	21.93311891470482	40
1	-0.114	21.591572273404942	40
1	-0.113	21.25267972983732	40
1	-0.112	20.916468376685465	40
1	-0.111	20.582965803735597	40
1	-0.11	20.252204197874434	40
1	-0.109	19.924212100630342	40
1	-0.108	19.59902465445316	40
1	-0.107	19.27667582589598	40
1	-0.106	18.95720174474485	40
1	-0.105	18.640640384145918	40
1	-0.104	18.327033887340527	40
1	-0.103	18.01642160273227	40
1	-0.102	17.708851676134813	40
1	-0.101	17.404369804281473	40
1	-0.1	17.103030213429527	40
1	-0.099	16.804885869434813	40
1	-0.098	16.509999201809865	40
1	-0.097	16.21843357521608	40
1	-0.096	15.930260678574198	40
1	-0.095	15.645558058224035	40
1	-0.094	15.364414046913682	40
1	-0.093	15.08692478829501	40
1	-0.092	14.813201191798694	40
1	-0.091	14.543367464106435	40
1	-0.09	14.277565775310991	40
1	-0.089	14.01596045617086	40
1	-0.088	13.75874122843705	40
1	-0.087	13.506131966258684	40
1	-0.086	13.258393519531818	40
1	-0.085	13.01583161511198	40
1	-0.084	12.778803081197875	40
1	-0.083	12.547724325189694	40
1	-0.082	12.323076467480204	40
1	-0.081	12.105396282251212	40
1	-0.08	11.895273876324719	40
1	-0.079	11.69332392832787	40
1	-0.078	11.500160190180786	40
1	-0.077	11.316431791954264	40
1	-0.076	11.142524939402858	40
1	-0.075	10.978695379520612	40
1	-0.074	10.825079584901403	40
1	-0.073	10.681663134754999	40
1	-0.072	10.548300831368868	40
1	-0.071	10.42475152156178	40
1	-0.07	10.310709647512622	40
1	-0.069	10.205830680242128	40
1	-0.068	10.109753006628644	40
1	-0.067	10.022095042650578	40
1	-0.066	9.942463474052854	40
1	-0.065	9.870446690636355	40
1	-0.064	9.805600532138314	40
1	-0.063	9.747427394469979	40
1	-0.062	9.598539229497387	40
1	-0.061	9.430474501418775	40
1	-0.06	9.266670441358084	40
1	-0.059	9.107328779669736	40
1	-0.058	8.952700367957865	40
1	-0.057	8.803098982367274	40
1	-0.056	8.658933448724131	40
1	-0.055	8.520738846393852	40
1	-0.054	8.38923627927745	40
1	-0.053	8.265399642905878	40
1	-0.052	8.150536692532597	40
1	-0.051	8.046364490276304	40
1	-0.05	7.9549831621050355	40
1	-0.049	7.878653712729047	40
1	-0.048	7.81924095631334	40
1	-0.047	7.7776688860750065	40
1	-0.046	7.752840712053594	40
1	-0.045	7.742495186120594	40
1	-0.044	7.7437395753795535	40
1	-0.043	7.753604027045384	40
1	-0.042	7.7692362551922916	40
1	-0.041	7.7433743019412455	40
1	-0.04	7.623603660948432	40
1	-0.039	7.5077808853372385	40
1	-0.038	7.396442424255916	40
1	-0.037	7.2903023942658916	40
1	-0.036	7.190364693350462	40
1	-0.035	7.0980851967626295	40
1	-0.034	7.015567128314055	40
1	-0.033	6.945661593880265	40
1	-0.032	6.891621088641773	40
1	-0.031	6.855886974488086	40
1	-0.03	6.838254866676327	40
1	-0.029	6.834547506883048	40
1	-0.028	6.833216338897242	40
1	-0.027	6.741975582775779	40
1	-0.026	6.627559985586723	40
1	-0.025	6.51501654575367	40
1	-0.024	6.405507844322562	40
1	-0.023	6.3000610313768775	40
1	-0.022	6.200487667409415	40
1	-0.021	6.110685724064788	40
1	-0.02	6.035809510573979	40
1	-0.019	5.975618948699575	40
1	-0.018	5.916079290926422	40
1	-0.017	5.846024233068012	40
1	-0.016	5.769103544976532	40
1	-0.015	5.6919232465282885	40
1	-0.014	5.617653528880501	40
1	-0.013	5.547739629560869	40
1	-0.012	5.482917701275174	40
1	-0.011	5.425394175044823	40
1	-0.01	5.377622358882194	40
1	-0.009	5.323574887199002	40
1	-0.008	5.262895450983923	40
1	-0.007	5.2015356162165975	40
1	-0.006	5.143928424893628	40
1	-0.005	5.09892843128292	40
1	-0.004	5.077968941218745	40
1	-0.003	5.065526660930161	40
1	-0.002	5.056252657196256	40
1	-0.001	5.050416317943956	40
1	0.0	5.048420375126784	40
1	0.001	5.050416231259697	40
1	0.002	5.05625258027553	40
1	0.003	5.065526597209268	40
1	0.004	5.077969004718565	40
1	0.005	5.0989284521772875	40
1	0.006	5.143928574152751	40
1	0.007	5.201535269891116	40
1	0.008	5.262895578724553	40
1	0.009	5.323575069995641	40
1	0.01	5.377622583955816	40
1	0.011	5.425394282841597	40
1	0.012	5.482918037693594	40
1	0.013	5.547739780808466	40
1	0.014	5.6176537094646415	40
1	0.015	5.691923055039759	40
1	0.016	5.769103661978723	40
1	0.017	5.846024400975359	40
1	0.018	5.916079600646999	40
1	0.019	5.975619101510886	40
1	0.02	6.035809575866307	40
1	0.021	6.110685245434309	40
1	0.022	6.200487896176509	40
1	0.023	6.300060682236495	40
1	0.024	6.405507497062812	40
1	0.025	6.515009735070436	40
1	0.026	6.627561708196484	40
1	0.027	6.741974821586762	40
1	0.028	6.833217072737365	40
1	0.029	6.834548690458333	40
1	0.03	6.838254817290054	40
1	0.031	6.855887037445459	40
1	0.032	6.891621246194442	40
1	0.033	6.945661647211435	40
1	0.034	7.0155672987409226	40
1	0.035	7.098085159523169	40
1	0.036	7.1903646500697205	40
1	0.037	7.290302404271625	40
1	0.038	7.3964426370170875	40
1	0.039	7.507780859983342	40
1	0.04	7.623603975841132	40
1	0.041	7.743374339722428	40
1	0.042	7.769236298740555	40
1	0.043	7.753603990668756	40
1	0.044	7.743739212313457	40
1	0.045	7.742495243007961	40
1	0.046	7.752840985813558	40
1	0.047	7.777669041948151	40
1	0.048	7.819241072691931	40
1	0.049	7.878653827485632	40
1	0.05	7.954983187966347	40
1	0.051	8.04636460798145	40
1	0.052	8.150536690869764	40
1	0.053	8.265399579442619	40
1	0.054	8.389236333294699	40
1	0.055	8.520738909508934	40
1	0.056	8.658933506032785	40
1	0.057	8.803098985218293	40
1	0.058	8.952700409644365	40
1	0.059	9.107328838548286	40
1	0.06	9.266670480291593	40
1	0.061	9.430474545151482	40
1	0.062	9.598539342460818	40
1	0.063	9.7474274432221	40
1	0.064	9.80560054641989	40
1	0.065	9.870446811051025	40
1	0.066	9.942463367923816	40
1	0.067	10.022095038687551	40
1	0.068	10.109753023406812	40
1	0.069	10.205830749330806	40
1	0.07	10.310709879706698	40
1	0.071	10.42475162937356	40
1	0.072	10.54830080833691	40
1	0.073	10.681663147690186	40
1	0.074	10.82507972092185	40
1	0.075	10.978695410178458	40
1	0.076	11.142524962537548	40
1	0.077	11.316431818448391	40
1	0.078	11.500160316714371	40
1	0.079	11.69332401013214	40
1	0.08	11.895273934785797	40
1	0.081	12.105396432190734	40
1	0.082	12.323076550257884	40
1	0.083	12.547724394179749	40
1	0.084	12.778803159617066	40
1	0.085	13.015831599196883	40
1	0.086	13.258393426088757	40
1	0.087	13.506131958259429	40
1	0.088	13.758741307261793	40
1	0.089	14.015960552268208	40
1	0.09	14.27756585475671	40
1	0.091	14.543367578060867	40
1	0.092	14.813201250286836	40
1	0.093	15.086924775106146	40
1	0.094	15.364414071229616	40
1	0.095	15.645558075912357	40
1	0.096	15.930260733577088	40
1	0.097	16.21843357371228	40
1	0.098	16.509999184850535	40
1	0.099	16.804886030407474	40
1	0.1	17.10303028304954	40
1	0.101	17.404369934728845	40
1	0.102	17.7088516300299	40
1	0.103	18.016421510602445	40
1	0.104	18.327033977841726	40
1	0.105	18.640640514003135	40
1	0.106	18.9572018575299	40
1	0.107	19.276675771659463	40
1	0.108	19.599024823196107	40
1	0.109	19.92421216213735	40
1	0.11	20.252204196264465	40
1	0.111	20.582965835825124	40
1	0.112	20.916468343359742	40
1	0.113	21.252679629699678	40
1	0.114	21.591572247968926	40
1	0.115	21.93311891141638	40
1	0.116	22.277292352739966	40
1	0.117	22.624070567887458	40
1	0.118	22.973428850940632	40
1	0.119	23.325345293184768	40
1	0.12	23.679801483545067	40
1	0.121	24.036778270271952	40
1	0.122	24.39626026673501	40
1	0.123	24.7582327863954	40
1	0.124	25.12268376102382	40
1	0.125	25.489605127193638	40
1	0.126	25.8589919324636	40
1	0.127	26.230842203653612	40
1	0.128	26.60515875306149	40
1	0.129	26.98195124131239	40
1	0.13	27.361234303121215	40
1	0.131	27.743032201861183	40
1	0.132	28.12737995870077	40
1	0.133	28.514322252731613	40
1	0.134	28.903923365276597	40
1	0.135	29.29626378703561	40
1	0.136	29.69144648347805	40
1	0.137	30.089602446004854	40
1	0.138	30.4908935820064	40
1	0.139	30.89551434882725	40
1	0.14	31.30369174786397	40
1	0.141	31.715678196950076	40
1	0.142	32.131735948622406	40
1	0.143	32.55213612144006	40
1	0.144	32.977158643193086	40
1	0.145	33.40683833441282	40
1	0.146	33.841140484584464	40
1	0.147	34.27996172732285	40
1	0.148	34.723115879186786	40
1	0.149	35.170368381767275	40
1	0.15	35.62146233512066	40
1	-0.15	36.343481708874734	41
1	-0.149	35.936067197324824	41
1	-0.148	35.52975354000274	41
1	-0.147	35.12441831642498	41
1	-0.146	34.71990770967588	41
1	-0.145	34.31603600048818	41
1	-0.144	33.912576508550345	41
1	-0.143	33.509271937785996	41
1	-0.142	33.10584211749016	41
1	-0.141	32.70201688139165	41
1	-0.14	32.29757544857001	41
1	-0.139	31.89240104515376	41
1	-0.138	31.486503922263886	41
1	-0.137	31.0799700787441	41
1	-0.136	30.67322553273884	41
1	-0.135	30.26674519325791	41
1	-0.134	29.860987416560246	41
1	-0.133	29.4563926483121	41
1	-0.132	29.053358474112617	41
1	-0.131	28.652228575881114	41
1	-0.13	28.253299877518756	41
1	-0.129	27.856821502320912	41
1	-0.128	27.46300448060355	41
1	-0.127	27.072030909645385	41
1	-0.126	26.684056900585144	41
1	-0.125	26.299221190126165	41
1	-0.124	25.91764697750818	41
1	-0.123	25.539445568767924	41
1	-0.122	25.164711506554664	41
1	-0.121	24.793565187517146	41
1	-0.12	24.426075384357464	41
1	-0.119	24.06233412471356	41
1	-0.118	23.702428510548504	41
1	-0.117	23.34643754742541	41
1	-0.116	22.994441604393636	41
1	-0.115	22.64652034485943	41
1	-0.114	22.302748944970585	41
1	-0.113	21.96320462027977	41
1	-0.112	21.627962627650856	41
1	-0.111	21.297096091413966	41
1	-0.11	20.97068013165953	41
1	-0.109	20.64878385498029	41
1	-0.108	20.331479822344548	41
1	-0.107	20.018835448799862	41
1	-0.106	19.710916497650608	41
1	-0.105	19.407785201226357	41
1	-0.104	19.109501342646425	41
1	-0.103	18.816114758636306	41
1	-0.102	18.527674117276455	41
1	-0.101	18.244214163817553	41
1	-0.1	17.965763587030864	41
1	-0.099	17.69233198423487	41
1	-0.098	17.42391573598061	41
1	-0.097	17.16048436000987	41
1	-0.096	16.9019812342848	41
1	-0.095	16.64831220976848	41
1	-0.094	16.39934032642434	41
1	-0.093	16.154871310350227	41
1	-0.092	15.914646670433603	41
1	-0.091	15.6783291100054	41
1	-0.09	15.445496623386655	41
1	-0.089	15.21564291190024	41
1	-0.088	14.988190158022185	41
1	-0.087	14.76252468333897	41
1	-0.086	14.537997915622958	41
1	-0.085	14.314041382775283	41
1	-0.084	14.090418907114248	41
1	-0.083	13.866984666363285	41
1	-0.082	13.643771736476102	41
1	-0.081	13.420956605738418	41
1	-0.08	13.19881597198646	41
1	-0.079	12.97766953439637	41
1	-0.078	12.757845509285954	41
1	-0.077	12.539655675920427	41
1	-0.076	12.323383155924038	41
1	-0.075	12.109278456135577	41
1	-0.074	11.897560144910944	41
1	-0.073	11.68842092587902	41
1	-0.072	11.482028893879008	41
1	-0.071	11.27853297618446	41
1	-0.07	11.07806644569768	41
1	-0.069	10.880750238051014	41
1	-0.068	10.686701982376958	41
1	-0.067	10.496028004504083	41
1	-0.066	10.308834731152958	41
1	-0.065	10.125230782461696	41
1	-0.064	9.945327179490128	41
1	-0.063	9.76925041722453	41
1	-0.062	9.694052501281725	41
1	-0.061	9.647425516181695	41
1	-0.06	9.605371488758601	41
1	-0.059	9.566741444969749	41
1	-0.058	9.529944275348157	41
1	-0.057	9.492689805174635	41
1	-0.056	9.451668264370188	41
1	-0.055	9.402326989984457	41
1	-0.054	9.339361754162317	41
1	-0.053	9.258407999496637	41
1	-0.052	9.159021950945508	41
1	-0.051	9.044653432665202	41
1	-0.05	8.920019514400572	41
1	-0.049	8.789282440114455	41
1	-0.048	8.655451391347935	41
1	-0.047	8.52055273513913	41
1	-0.046	8.385935677469304	41
1	-0.045	8.252523605470907	41
1	-0.044	8.120971263149043	41
1	-0.043	7.99178071477976	41
1	-0.042	7.865363354257364	41
1	-0.041	7.786801159019862	41
1	-0.04	7.805006610545761	41
1	-0.039	7.818469154371181	41
1	-0.038	7.820574396389198	41
1	-0.037	7.802064044209605	41
1	-0.036	7.754103600336311	41
1	-0.035	7.676239767712067	41
1	-0.034	7.57667862352607	41
1	-0.033	7.464532241457384	41
1	-0.032	7.346060319996635	41
1	-0.031	7.224943218076529	41
1	-0.03	7.103355955725066	41
1	-0.029	6.982903105951264	41
1	-0.028	6.870306848412926	41
1	-0.027	6.85038122911356	41
1	-0.026	6.845899087267484	41
1	-0.025	6.814305351267811	41
1	-0.024	6.740417232988933	41
1	-0.023	6.636033514836082	41
1	-0.022	6.5203046815509635	41
1	-0.021	6.404820775563512	41
1	-0.02	6.297321046273057	41
1	-0.019	6.206218169814591	41
1	-0.018	6.139671620013864	41
1	-0.017	6.092420014505914	41
1	-0.016	6.030061139690216	41
1	-0.015	5.931371896104419	41
1	-0.014	5.827542622326826	41
1	-0.013	5.729026705053437	41
1	-0.012	5.638082082548638	41
1	-0.011	5.555656969758101	41
1	-0.01	5.477647135760869	41
1	-0.009	5.394663272752652	41
1	-0.008	5.3200169872719485	41
1	-0.007	5.263959693874245	41
1	-0.006	5.223965550803657	41
1	-0.005	5.193096761032087	41
1	-0.004	5.165674887784196	41
1	-0.003	5.140767036317691	41
1	-0.002	5.122557633634637	41
1	-0.001	5.11190184697044	41
1	0.0	5.10842560994633	41
1	0.001	5.111901829042413	41
1	0.002	5.122557488481334	41
1	0.003	5.140766929073666	41
1	0.004	5.1656749633537995	41
1	0.005	5.193096834509682	41
1	0.006	5.223965727293522	41
1	0.007	5.263959273377832	41
1	0.008	5.320017084986652	41
1	0.009	5.394663434955369	41
1	0.01	5.4776472406098105	41
1	0.011	5.555657072004311	41
1	0.012	5.638082383565734	41
1	0.013	5.729026807212033	41
1	0.014	5.827542735509837	41
1	0.015	5.931371884343968	41
1	0.016	6.030061217529114	41
1	0.017	6.0924201306633545	41
1	0.018	6.139671911979653	41
1	0.019	6.206218297078183	41
1	0.02	6.297321123305899	41
1	0.021	6.4048188005717135	41
1	0.022	6.520304722023878	41
1	0.023	6.636033276365638	41
1	0.024	6.740417796760376	41
1	0.025	6.814293005680202	41
1	0.026	6.845897590971257	41
1	0.027	6.850379954627415	41
1	0.028	6.870307338901832	41
1	0.029	6.982904094193786	41
1	0.03	7.103356100595301	41
1	0.031	7.224943412382282	41
1	0.032	7.346060434574181	41
1	0.033	7.4645322802142315	41
1	0.034	7.576678727558618	41
1	0.035	7.67623959402884	41
1	0.036	7.754103635168851	41
1	0.037	7.802064304162008	41
1	0.038	7.820574385227025	41
1	0.039	7.8184691312258146	41
1	0.04	7.805006959451623	41
1	0.041	7.786801144918984	41
1	0.042	7.865363298390579	41
1	0.043	7.991780711423281	41
1	0.044	8.120970903708852	41
1	0.045	8.252523698384223	41
1	0.046	8.385935991282528	41
1	0.047	8.520552933842275	41
1	0.048	8.655451469470366	41
1	0.049	8.789282522185307	41
1	0.05	8.920019504226383	41
1	0.051	9.044653571062968	41
1	0.052	9.159021936375394	41
1	0.053	9.258407899232727	41
1	0.054	9.339361904908777	41
1	0.055	9.402326988889333	41
1	0.056	9.451668345196303	41
1	0.057	9.492689822212519	41
1	0.058	9.52994431239062	41
1	0.059	9.566741543953798	41
1	0.06	9.60537151942106	41
1	0.061	9.647425543840992	41
1	0.062	9.694052628309416	41
1	0.063	9.76925044047224	41
1	0.064	9.94532723383941	41
1	0.065	10.125230869748473	41
1	0.066	10.308834620323214	41
1	0.067	10.496027973170293	41
1	0.068	10.686701971520337	41
1	0.069	10.880750311294273	41
1	0.07	11.078066641996843	41
1	0.071	11.278533077330998	41
1	0.072	11.482028875179832	41
1	0.073	11.688420938251111	41
1	0.074	11.897560291872336	41
1	0.075	12.109278451396479	41
1	0.076	12.323383162211774	41
1	0.077	12.539655775802151	41
1	0.078	12.75784555897393	41
1	0.079	12.977669588879316	41
1	0.08	13.198816006441316	41
1	0.081	13.420956773437053	41
1	0.082	13.643771824134266	41
1	0.083	13.86698475257378	41
1	0.084	14.090418982122312	41
1	0.085	14.314041369957984	41
1	0.086	14.537997991631759	41
1	0.087	14.762524612404532	41
1	0.088	14.988190213906831	41
1	0.089	15.21564299758589	41
1	0.09	15.445496727101107	41
1	0.091	15.67832922331724	41
1	0.092	15.914646719351712	41
1	0.093	16.15487126026245	41
1	0.094	16.399340330830356	41
1	0.095	16.64831217757607	41
1	0.096	16.901981265719627	41
1	0.097	17.160484391582106	41
1	0.098	17.423915628280792	41
1	0.099	17.69233215173611	41
1	0.1	17.965763648371023	41
1	0.101	18.244214266733255	41
1	0.102	18.527673977745497	41
1	0.103	18.816114623531064	41
1	0.104	19.109501433178615	41
1	0.105	19.40778530071163	41
1	0.106	19.71091653133999	41
1	0.107	20.018835497328304	41
1	0.108	20.33147998613719	41
1	0.109	20.648783885600327	41
1	0.11	20.970680132879487	41
1	0.111	21.297096063437625	41
1	0.112	21.627962580470474	41
1	0.113	21.963204683418347	41
1	0.114	22.30274895441231	41
1	0.115	22.646520335940437	41
1	0.116	22.994441447545444	41
1	0.117	23.34643739294108	41
1	0.118	23.702428349411488	41
1	0.119	24.062334227947662	41
1	0.12	24.426074887740437	41
1	0.121	24.793565353999107	41
1	0.122	25.16471947423035	41
1	0.123	25.539445641965358	41
1	0.124	25.917646899149663	41
1	0.125	26.29922128510354	41
1	0.126	26.68405704077909	41
1	0.127	27.07203092686978	41
1	0.128	27.463004334205035	41
1	0.129	27.856821400967135	41
1	0.13	28.25330001443184	41
1	0.131	28.652228599904465	41
1	0.132	29.053358497320318	41
1	0.133	29.456392634725766	41
1	0.134	29.86098741460967	41
1	0.135	30.266745134557127	41
1	0.136	30.673225453845948	41
1	0.137	31.079969873114184	41
1	0.138	31.486503915623498	41
1	0.139	31.892401095147083	41
1	0.14	32.2975755180706	41
1	0.141	32.702016954262355	41
1	0.142	33.105842110888936	41
1	0.143	33.50927190012008	41
1	0.144	33.91257649571453	41
1	0.145	34.316035861617756	41
1	0.146	34.71990772884001	41
1	0.147	35.124418296048574	41
1	0.148	35.52975352255315	41
1	0.149	35.936067273229824	41
1	0.15	36.34348155938078	41
1	-0.15	36.34506978114083	42
1	-0.149	35.93761994548841	42
1	-0.148	35.53126203889376	42
1	-0.147	35.125871363055964	42
1	-0.146	34.721291238004525	42
1	-0.145	34.31733265607565	42
1	-0.144	33.91376542165897	42
1	-0.143	33.510328735862515	42
1	-0.142	33.10674025323773	42
1	-0.141	32.70273018138762	42
1	-0.14	32.29808233881929	42
1	-0.139	31.892692160819553	42
1	-0.138	31.486624436379458	42
1	-0.137	31.080189135075102	42
1	-0.136	30.673635874400446	42
1	-0.135	30.267334529604017	42
1	-0.134	29.86173334342042	42
1	-0.133	29.45727163274126	42
1	-0.132	29.05434868257626	42
1	-0.131	28.653311017984436	42
1	-0.13	28.254458464737855	42
1	-0.129	27.85804288621248	42
1	-0.128	27.4642777032992	42
1	-0.127	27.073346975507345	42
1	-0.126	26.685408426405722	42
1	-0.125	26.30060204986881	42
1	-0.124	25.919052113401797	42
1	-0.123	25.540870754565116	42
1	-0.122	25.166154276120537	42
1	-0.121	24.795020424124587	42
1	-0.12	24.42754142470085	42
1	-0.119	24.063808860797273	42
1	-0.118	23.70390992069552	42
1	-0.117	23.347923900480307	42
1	-0.116	22.99593130787635	42
1	-0.115	22.648011987690058	42
1	-0.114	22.304241149603662	42
1	-0.113	21.96469611402533	42
1	-0.112	21.62945217410656	42
1	-0.111	21.298582493024178	42
1	-0.11	20.97216209225151	42
1	-0.109	20.650260149026714	42
1	-0.108	20.332949079509063	42
1	-0.107	20.0202962216642	42
1	-0.106	19.712367185306913	42
1	-0.105	19.40922405608256	42
1	-0.104	19.110926390217994	42
1	-0.103	18.81752369654604	42
1	-0.102	18.529064352981262	42
1	-0.101	18.245582659787996	42
1	-0.1	17.967106740804425	42
1	-0.099	17.693645575471088	42
1	-0.098	17.42519465979514	42
1	-0.097	17.161722621198777	42
1	-0.096	16.90317158457518	42
1	-0.095	16.649445901662876	42
1	-0.094	16.400406964459762	42
1	-0.093	16.15585840936573	42
1	-0.092	15.915539675515225	42
1	-0.091	15.679111223948144	42
1	-0.09	15.446149264026252	42
1	-0.089	15.216146668760741	42
1	-0.088	14.988527117256028	42
1	-0.087	14.76268510604888	42
1	-0.086	14.538089679981418	42
1	-0.085	14.314307649783634	42
1	-0.084	14.090876395745495	42
1	-0.083	13.86762279876585	42
1	-0.082	13.644572302016616	42
1	-0.081	13.42189796452179	42
1	-0.08	13.199875964818522	42
1	-0.079	12.978827418135488	42
1	-0.078	12.75908287852666	42
1	-0.077	12.54095683594768	42
1	-0.076	12.324734964340035	42
