x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
-0.2348025818941043,-0.21659577228351534,-0.207232206215357,-0.20733874801671237,-0.18932167843676934,-0.20784060170773844,-0.17262309742701412,-0.1571926591604061,-0.1808951008507812,-0.1580483584993585,-0.16656250095659902,-0.19363087497383688,-0.19695188008564923,-0.1966843060573528,-0.1638326384304504,-0.15061927303009554,-0.1126826821405816,-0.12254545080670029,-0.10089403485967906,-0.09472785917200513,-0.10239358409392672
-0.22899843647764004,-0.2133389881882701,-0.20634917744077436,-0.20584628837957442,-0.18772728676359277,-0.20610272735609675,-0.17042328280085423,-0.15580735740240628,-0.179258329057885,-0.15602044370042353,-0.1579404486216523,-0.18515857837672248,-0.1956122545690262,-0.19450120531385123,-0.16374454334560518,-0.143247927409816,-0.10988290540795281,-0.12076736397090748,-0.09951611888881327,-0.09409280750555069,-0.10207982486583282
-0.22567328730639155,-0.204307961734285,-0.19564506417744532,-0.1874917545888425,-0.181373839345341,-0.18278730302587376,-0.1619889769783592,-0.14401728898349273,-0.16454074842093036,-0.15546713881367258,-0.12015466133512481,-0.1696582803459145,-0.16593152861445834,-0.1810420806026119,-0.13768287133854148,-0.13390600788368417,-0.09235674622273313,-0.10897578099287247,-0.08416855320611871,-0.07282287758366043,-0.09311868869529467
-0.21808482371758053,-0.20351978864797865,-0.19504677223403102,-0.18682479554724735,-0.18065341743181024,-0.17985684229926635,-0.16115417451316194,-0.14044709112329548,-0.16065542154561238,-0.15432787502980042,-0.12007825696782115,-0.16952492994152796,-0.16588372491758002,-0.18096179031964782,-0.13763815396844958,-0.13377392662918303,-0.09220769687903155,-0.10885164018471527,-0.08045726449291711,-0.07168995010781765,-0.09304528403994197
-0.20929169272191644,-0.12480438245133328,-0.13365704618406288,-0.10853244617278633,-0.09648863605695945,-0.03021307892643949,-0.10543274337604729,-0.11085350624899815,-0.037412615000791884,-0.11485304111701176,-0.07099397370273727,-0.03513839409826008,-0.07600365318989617,-0.14509718988784245,-0.058991862222585956,-0.08590794479068398,-0.05606983897024285,-0.05516843762897674,-0.04099334211046218,-0.052917533155843445,-0.05851509763701184
-0.20731653086421967,-0.12380040866122197,-0.13350827910425098,-0.10830739486510473,-0.09615996710067608,-0.03016762033260035,-0.1052190090616749,-0.11076854644063572,-0.03740899126903882,-0.11478514529807429,-0.07096076900195605,-0.03513203491833167,-0.07600062825380134,-0.14508641400337502,-0.05899144219228238,-0.0858837669126772,-0.05598148331639919,-0.0551616147010869,-0.039781305991182986,-0.052075637146475805,-0.058432221255219234
-0.0018834816631100896,-0.0007216284887267083,-0.0008119590999710479,-0.0008643266160556505,-0.000562436297989979,-0.0003297949302795589,-0.00013134830836229934,-0.00019501909022836116,-7.301877754611797e-5,-2.4861788852764e-5,-0.00010567900905140717,-1.1773518487371302e-5,-1.2516995394794257e-5,-3.127809028087177e-6,-1.5043891042830708e-5,-1.9395425492789334e-5,-8.141604806680545e-5,-1.0340562688994885e-5,-0.0021447708306274924,-0.00041411556723462917,-1.1598891720235875e-5
-0.0016847726312729033,-4.434554485382729e-5,-0.0006599635895684234,-0.000656378989440425,-0.0004343456400514318,-2.5939760274040504e-6,-9.922639993810644e-6,-3.249440392188971e-7,-5.23974557566787e-6,-4.027459355722431e-6,-6.983343901367676e-7,-6.216243573166383e-7,-5.096953530270886e-6,-9.950352864391047e-7,-1.0509397757119707e-6,-2.9894939193539636e-6,-2.7717246517570775e-7,-9.581288092615084e-6,-0.00011823749249674666,-1.0568771568901499e-5,-4.745500231846886e-6
0.0016847726317446127,4.434554485384306e-5,0.0006599635895684185,0.0006563789894404473,0.0004343456400513972,2.5939760273331055e-6,9.9226399937869e-6,3.249440392476642e-7,5.239745575709193e-6,4.027459355727395e-6,6.983343901139747e-7,6.216243573028143e-7,5.09695353027499e-6,9.950352864028788e-7,1.0509397757395256e-6,2.9894939193032585e-6,2.771724651708845e-7,9.581288092620798e-6,0.0001182374924967501,1.0568771568894392e-5,4.745500231892984e-6
0.001883481664325337,0.0007216284887267571,0.0008119590999710404,0.000864326616055709,0.0005624362979899425,0.00032979493027955517,0.00013134830836234091,0.00019501909022837897,7.301877754609771e-5,2.486178885277526e-5,0.00010567900905141462,1.1773518487201265e-5,1.2516995394782862e-5,3.127809028101496e-6,1.504389104281779e-5,1.939542549280877e-5,8.141604806682082e-5,1.0340562688966033e-5,0.002144770830627461,0.0004141155672346132,1.1598891720233174e-5
0.2073165309175771,0.12380040866122177,0.133508279104251,0.10830739486510504,0.09615996710067595,0.030167620332600353,0.10521900906167517,0.11076854644063533,0.03740899126903892,0.11478514529807497,0.07096076900195628,0.03513203491833176,0.0760006282538011,0.14508641400337474,0.058991442192282605,0.08588376691267706,0.055981483316399246,0.055161614701087096,0.03978130599118304,0.05207563714647605,0.05843222125521939
0.2092916927650837,0.12480438245133298,0.13365704618406302,0.10853244617278637,0.09648863605695968,0.030213078926439662,0.10543274337604724,0.11085350624899791,0.03741261500079198,0.11485304111701228,0.07099397370273713,0.0351383940982601,0.076003653189896,0.1450971898878428,0.05899186222258635,0.08590794479068382,0.05606983897024285,0.05516843762897651,0.040993342110462336,0.05291753315584347,0.05851509763701195
0.2180848237385744,0.20351978864797712,0.19504677223403122,0.18682479554724796,0.1806534174318106,0.1798568422992659,0.16115417451316139,0.14044709112329526,0.16065542154561185,0.15432787502980155,0.1200782569678212,0.1695249299415276,0.16588372491757936,0.18096179031964812,0.1376381539684496,0.1337739266291831,0.09220769687903141,0.10885164018471515,0.08045726449291696,0.07168995010781774,0.09304528403994157
