E,EZ,Ln,Ls,U,U_dimer,W,Ws,a0,barrier,d,dinter,dinter_warp,dintra,g,scale,t0,t1,t3,Δ,α,λ,μN,μS,τ
0.0,0.0,400.0,20.0,0.0,0.0,2000.0,20.0,12.3,0.0,0.0,0.33456,7.109284801834852,7.101408311032397,2.0,50.0,52.0,360.0,5.6,1.0,0.0,5.0,0.0,16.0,1.0
0.0,20.0,400.0,20.0,0.0,0.0,2000.0,20.0,12.3,0.0,0.0,0.33456,7.109284801834852,7.101408311032397,2.0,50.0,52.0,360.0,5.6,1.0,0.0,5.0,0.0,16.0,1.0
0.0,0.0,400.0,20.0,0.0,0.0,2000.0,20.0,12.3,0.0,0.0,0.33456,7.109284801834852,7.101408311032397,2.0,50.0,52.0,360.0,5.6,1.0,0.0,5.0,0.0,16.0,1.0
