x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
-0.6222401743177483,-0.6179488018563342,-0.5878304037180774,-0.5515714389053137,-0.4417173029684751,-0.31399676269413573,-0.11879109409053759,-0.154372962729146,-0.2102967674753287,-0.20893103335997212,-0.26145038211846333,-0.3296795258301243,-0.37238476006342414,-0.4143205986021524,-0.4289656135434457,-0.4216724937611229,-0.41884210305858244,-0.41897016797811865,-0.42014642173727046,-0.3504084889556111,-0.34211403449634176
-0.6222401743140649,-0.614979246258381,-0.5868951129481756,-0.5504748640539618,-0.4416748618437389,-0.3137156514397524,-0.1187872417540934,-0.15224396970754678,-0.21029551244542186,-0.20893101531642105,-0.2614503650229799,-0.3296795257178546,-0.37238476002347143,-0.41432059844185665,-0.42896561348638407,-0.4216724930797091,-0.41884210093214247,-0.418969599379525,-0.41916199565469353,-0.34996415454014956,-0.3420627765020839
-0.6183220224438868,-0.6137443026029887,-0.5857919893276506,-0.5359464815310034,-0.4409523848953244,-0.30956985760696404,-0.11120039335452418,-0.14641187700118918,-0.1701709914178703,-0.18949837358888685,-0.258113884830814,-0.32224875468738484,-0.3672115420297176,-0.3827188813396193,-0.37523759209273044,-0.36506806407850645,-0.3529407106863279,-0.34120199846560845,-0.34103057420041855,-0.3394756174482338,-0.3353436690681427
-0.6183220224432021,-0.6088207652792629,-0.5855287376332096,-0.5356244580135998,-0.44084828915413066,-0.3089711556302981,-0.11119011202926389,-0.14635182515203266,-0.17017030659641055,-0.18949836541623097,-0.25811387999120505,-0.32224875410375464,-0.367211541909813,-0.38271888060879394,-0.3752375911350804,-0.3650680605004453,-0.35294070658305976,-0.34120173806339205,-0.3410168324798661,-0.33805369616046216,-0.31876755961363473
-0.6053708483714085,-0.6042957339320851,-0.5827883780945075,-0.5251031466247242,-0.436857929129036,-0.2931366734751319,-0.10596618572100236,-0.14605215639008107,-0.13535235123650755,-0.17794364021445172,-0.2560591501264978,-0.3212338605498642,-0.3668700083243019,-0.35932327489140337,-0.3500611233931152,-0.34455572272257523,-0.3419524281619547,-0.3411218142282007,-0.3336440971810116,-0.33381660465405566,-0.31011288479856836
-0.6053708483701977,-0.6040516959511397,-0.5815815682107668,-0.5251006179341697,-0.43608570305488015,-0.29281926081768345,-0.1059650491327425,-0.14572277782707868,-0.13535175321768714,-0.17794363722744633,-0.25605914962785803,-0.3212338604536464,-0.36687000826165617,-0.35932327474139264,-0.35006112299960035,-0.34455572180651856,-0.3419524206888381,-0.3411218046215636,-0.3336408642736938,-0.3310535168270885,-0.2940150984695962
-0.6037549187662157,-0.6027357121659749,-0.5801434269097123,-0.5190567450737018,-0.4356859393170026,-0.2684468491589679,-0.10364481965464428,-0.11767877940882275,-0.10643431577532701,-0.17244142938790985,-0.2525295485258671,-0.3143419840752705,-0.32279559296763616,-0.3112024812605477,-0.29923204741248743,-0.28702702175589156,-0.2792613272164961,-0.2814226607880693,-0.29636609780437256,-0.3109962480302678,-0.2869406925654135
-0.6037549187628996,-0.6002210284952968,-0.5800390027751147,-0.5190547471465833,-0.4351056428337222,-0.26734387619524524,-0.10364066154105947,-0.11758043027887018,-0.10643361058939597,-0.17244142859938924,-0.25252954721232573,-0.3143419838789451,-0.322795592610115,-0.3112024810703111,-0.29923204720202656,-0.2870270201565456,-0.279261309325421,-0.2814220181596203,-0.2963473943271811,-0.3093973079425789,-0.280100954394713
-0.5911594411730339,-0.5901513433922891,-0.5657498720049084,-0.5107179131298101,-0.42609737939621,-0.2672007393116582,-0.09776758778886906,-0.08079548185280129,-0.08422529676521155,-0.1705055542606946,-0.25209644754226995,-0.3140772485457861,-0.3146286735009348,-0.3018018423376378,-0.2914330698048412,-0.28370337595829137,-0.2760444008092949,-0.27745921669733076,-0.2909382389129051,-0.29285424925523107,-0.2613619440707214
-0.591159441172096,-0.590127696657482,-0.5657113121956282,-0.5107112574814326,-0.42609459563431407,-0.2661581498875846,-0.09776736392829367,-0.08074093247014953,-0.08422440753305034,-0.17050555415798116,-0.2520964472987255,-0.3140772483346987,-0.31462867343900497,-0.301801842155077,-0.2914330693879892,-0.2837033740232698,-0.2760444000528327,-0.2774587251691587,-0.29091885723826194,-0.2923613882389381,-0.2601629474200784
-0.5907395412464489,-0.5899025090523123,-0.5551242595558732,-0.4924414506480462,-0.3933837795647236,-0.2515009048128877,-0.09713223547432064,-0.04944900033629085,-0.06724280225343869,-0.11999283438257861,-0.1509509531399216,-0.17030760754957383,-0.18466222821961537,-0.19810699537609994,-0.21312042716754218,-0.2303587168740881,-0.24894127741248556,-0.25862091704148804,-0.2612108614996238,-0.25913079122533744,-0.25353483016436357
