x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
-0.6540209650539494,-0.6387500556361432,-0.5090347221374848,-0.2855990532099111,-0.14588947212918615,-0.2667421631912437,-0.4898590561804596,-0.5896870498305202,-0.573663321216713,-0.5563665674213234,-0.5378474342738119,-0.5187158107585309,-0.49877177392050737,-0.4780166015263274,-0.4572436271633338,-0.43621944544424013,-0.4145890186199607,-0.3923688860650852,-0.36961796375764283,-0.3464496384582636,-0.3229264648695411
-0.6540209638750119,-0.6387497189755206,-0.5090347077045607,-0.2855989500998766,-0.14540927242182558,-0.26674185348781576,-0.4898588233933521,-0.5896799518755046,-0.5736632883239872,-0.5563604063906696,-0.537732295944558,-0.5187137765624482,-0.4987690698770244,-0.47801646899884626,-0.45724122223027824,-0.43621885883775513,-0.41458897520533106,-0.3923586920548381,-0.36961764802625185,-0.3464460116388325,-0.32292490071744195
-0.6540206749531574,-0.622866785558291,-0.5082288622970617,-0.27135424950216613,-0.10920048640372475,-0.264614179958716,-0.48852048925774744,-0.5896726825216357,-0.573662824871632,-0.5563588134543427,-0.5377250803276956,-0.5187128461706303,-0.4987687073194564,-0.4780156985995135,-0.45724031921958924,-0.43621860627838704,-0.41458770086654806,-0.39235717598899367,-0.36961692487137454,-0.3464437398725541,-0.32292478193558605
-0.6540206739131225,-0.6228657916251956,-0.5082288335463896,-0.27135094031003,-0.10884771008012017,-0.26461344866761866,-0.4885203291934924,-0.5896710311841521,-0.573662645409255,-0.5563550981584849,-0.5373203947120814,-0.5187109910154,-0.4987629483322685,-0.4780140905864781,-0.4572389592253728,-0.43621788376202075,-0.414587578335289,-0.392356011777569,-0.3696163913367936,-0.34643399433630695,-0.3229241301221722
-0.6524793388916933,-0.6221315737076967,-0.5040674115444769,-0.27125031670707467,-0.10816926300582302,-0.24597219582329188,-0.479078464379308,-0.5752771779270582,-0.561466120872874,-0.5465181881308119,-0.5309998418056855,-0.5132130953834951,-0.49501326104051,-0.47601140300427397,-0.456071758119133,-0.43530975135746464,-0.4139007504519134,-0.39189302899509043,-0.36928790259857436,-0.3461884410713996,-0.3226821546369066
-0.6524793383953144,-0.6221306249224362,-0.5040674104462274,-0.27125002755058814,-0.10769782297110535,-0.2459707964565655,-0.47907825925194747,-0.575276988312371,-0.5614656446568365,-0.5465154014089387,-0.5304876585289248,-0.5132122072821081,-0.4950124743120955,-0.47601088351374987,-0.45606895379306883,-0.4353091026837018,-0.41390056952520643,-0.3918817339816617,-0.36928725474277924,-0.34618685113701714,-0.32268139039538873
-0.6524791752027018,-0.6219333808582469,-0.5040464959953695,-0.26244647277539906,-0.09511505610245606,-0.24498188503274268,-0.47849114885395716,-0.5752745785338589,-0.5614652123752906,-0.546513209368467,-0.5304860424388761,-0.5132120051036382,-0.49500944448033474,-0.47601038863570366,-0.45606748415087167,-0.43530883669894255,-0.4138992914737321,-0.3918799112977044,-0.36928701732799724,-0.34618399109437376,-0.32268034899473214
-0.6524791749941676,-0.6219313368971601,-0.5040464786327196,-0.26244587204011216,-0.09506835119990777,-0.24496846397759836,-0.4784909874073836,-0.5752678883473787,-0.5614648856304496,-0.5465116705413665,-0.5300460390703647,-0.5132113137744219,-0.49500872864261913,-0.4760098810135364,-0.45606655584113465,-0.43530806960206425,-0.413899287083476,-0.3918795910323638,-0.3692867771614945,-0.34616998036093916,-0.3226801071482798
-0.6239120601399549,-0.6219289847526969,-0.48718110068443304,-0.2620358433246965,-0.06928376848524756,-0.23244745634319533,-0.47247037967158007,-0.5746396449316947,-0.5609914086173807,-0.5459295655155516,-0.5297089575199366,-0.5122139729782469,-0.49354731012708103,-0.47348909703233466,-0.4521536965582315,-0.43002090993506353,-0.40755006860547416,-0.384933379957138,-0.36219008461371105,-0.3392936875698069,-0.3162252116235585
-0.6239120596000252,-0.6219274425322965,-0.487181054083243,-0.26203363055133383,-0.06896916742112277,-0.2324463250660065,-0.47247029245794964,-0.5746374511946525,-0.5609910977224963,-0.5459267511531407,-0.5296007571241306,-0.5122129099037946,-0.4935439147029723,-0.47348853711175487,-0.45215248089134885,-0.4300195842311065,-0.4075497637681833,-0.3849326262668238,-0.3621890295739401,-0.33929279095877474,-0.3162246851215737
