x1,x2,x3,x4,x5,x6,x7,x8,x9
-0.4188421030779992,-0.41829107662724396,-0.41677120561710124,-0.41459103284218674,-0.4120930466686057,-0.4096030292323871,-0.4074444640649184,-0.40590023483655513,-0.38733664349562336
-0.4188421009407459,-0.4182910724615508,-0.41677119905486804,-0.4145910013214163,-0.41209301391143655,-0.4096029577710945,-0.4074444131148348,-0.4059001297639504,-0.3873366401524791
-0.3529407106768749,-0.35444676245155987,-0.3576141692695513,-0.361161294532139,-0.3646190512636829,-0.3677257161481085,-0.37022403756705835,-0.37181293743209753,-0.3721776546119844
-0.35294070657844007,-0.35444675973553164,-0.35761416404932905,-0.3611612920172418,-0.36461904380239835,-0.3677257142391293,-0.3702240347195507,-0.37181293616360894,-0.3721776528374539
-0.3419524281604422,-0.34036272987957744,-0.33694451836440137,-0.33298363094783934,-0.3289752733962681,-0.3252879150619394,-0.3225194097458606,-0.32162696444217437,-0.32302838656992205
-0.3419524207044574,-0.34036272708649706,-0.33694451155495836,-0.3329836199170518,-0.3289752671291704,-0.32528790005838354,-0.32251940412779495,-0.32162695453713386,-0.32302838229283304
-0.2792613272251949,-0.2825818636985206,-0.2870643299824486,-0.2915115436155871,-0.2957318504279664,-0.29945574880222126,-0.3021204851050701,-0.30277988260706745,-0.30101387867121066
-0.27926130932817167,-0.28258186127582796,-0.28706432136921795,-0.2915115369344624,-0.2957318441927241,-0.29945574295826716,-0.30212047706570494,-0.30277988233267006,-0.3010138682315369
-0.27604440081993115,-0.2727339215070811,-0.2682689387549603,-0.2637960517274427,-0.2593757214276361,-0.25497291483367235,-0.2504942434330941,-0.24580998228385684,-0.24078309878314694
-0.27604440007044695,-0.2727339126946519,-0.26826893625994863,-0.26379602854150774,-0.25937570546050015,-0.25497288221247677,-0.2504942071607676,-0.2458099598502018,-0.24078305715972623
-0.24894127741593824,-0.24870597630701752,-0.2479915916693347,-0.24677602009049424,-0.24502839795935055,-0.24271001206138437,-0.23977185813998197,-0.2361525160986436,-0.2317762622846094
-0.24894121252423196,-0.2487059381378962,-0.2479915563001644,-0.24677594831373872,-0.24502837300317876,-0.24270994658524644,-0.2397718022026818,-0.23615248112323894,-0.23177620543729738
-0.24593556458092755,-0.24556366414035358,-0.24444899310618193,-0.2425955927950316,-0.2400181181893716,-0.23675556458244484,-0.23287614150685082,-0.22846328071091895,-0.22358918200059746
-0.24593551151512272,-0.2455636337478302,-0.24444896474618572,-0.24259554247516207,-0.2400181041162393,-0.23675552860472884,-0.2328761168285686,-0.22846326584211007,-0.22358916170527932
-0.0002820531931804893,-0.0002871414988686554,-0.00030244230538296744,-0.00032805267977004506,-0.0003640989480994915,-0.00041068166390358915,-0.00046779453534385817,-0.0005352147218680536,-0.0006123609657323466
-0.00028205313646018326,-0.0002871414777364969,-0.000302442291744071,-0.0003280526686143654,-0.0003640988509352527,-0.0004106815979620656,-0.00046779443337665856,-0.0005352146002145778,-0.0006123607155501563
0.00028205313519462583,0.0002871414785192095,0.0003024423011821959,0.00032805267020273127,0.0003640989461982817,0.0004106816019317858,0.00046779443734958385,0.0005352146080144397,0.0006123606914731726
0.0002820531919252581,0.00028714149965124186,0.00030244231479076294,0.00032805268134373947,0.0003640990490061823,0.0004106816676239389,0.00046779453935258527,0.0005352147297077387,0.0006123609427177733
0.24593551151606177,0.24556363374645965,0.2444489647569282,0.24259554248113877,0.24001810417132466,0.23675552860913587,0.23287611682050138,0.22846326584324708,0.2235891616111424
0.24593556457678079,0.24556366414588926,0.24444899310185808,0.24259559279887224,0.2400181184232346,0.23675556455936425,0.23287614158391803,0.2284632807119465,0.22358918203690695
0.24894121252888998,0.2487059381346273,0.24799155630416825,0.2467759483058889,0.24502837273183642,0.24270994657966555,0.23977180226565875,0.2361524811371381,0.23177620540567517
0.24894127741354688,0.2487059763017711,0.24799159167523346,0.2467760200876555,0.2450283987402619,0.24271001206132603,0.23977185808282098,0.23615251609774202,0.2317762623011609
0.2760444000534561,0.2727339126938123,0.26826893625768605,0.26379602853453904,0.25937570548877614,0.25497288219175696,0.2504942071571539,0.24580995985028997,0.24078305704697917
0.2760444008126362,0.2727339215082132,0.26826893875911706,0.2637960517502933,0.25937572135435,0.25497291481573564,0.2504942432357142,0.2458099822830934,0.24078309875026613
0.27926130932927506,0.28258186127751583,0.28706432136490706,0.29151153694155535,0.29573184418425974,0.2994557429377377,0.30212047706471046,0.30277988234718983,0.30101386817062625
0.2792613272260321,0.2825818637009536,0.28706432996736464,0.2915115436208223,0.2957318505124012,0.29945574878814557,0.3021204850907138,0.30277988261402394,0.30101387862307755
0.34195242069306964,0.3403627270853932,0.33694451155390354,0.3329836199187635,0.32897526715448155,0.32528790005684216,0.32251940413581814,0.3216269545402036,0.32302838229652076
0.34195242816736854,0.34036272988180744,0.3369445183675769,0.33298363095322997,0.3289752733968306,0.3252879150638307,0.3225194097007942,0.3216269644463539,0.323028386577873
0.3529407065842958,0.3544467597347186,0.3576141640420144,0.3611612920241017,0.36461904375552434,0.3677257142113721,0.3702240347472109,0.3718129361598641,0.37217765288690796
0.3529407106822438,0.35444676245313217,0.35761416926965184,0.3611612945142251,0.36461905122838173,0.36772571612325566,0.3702240375595615,0.3718129374240636,0.3721776543749757
0.4188421009404187,0.4182910724615089,0.4167711990495711,0.4145910013227205,0.4120930139200889,0.40960295777338307,0.40744441313388774,0.40590012976581646,0.3873366400358303
0.41884210304017283,0.41829107662726744,0.41677120560901865,0.41459103284148996,0.4120930467198684,0.4096030292263751,0.40744446409590956,0.4059002348347993,0.38733664329296846
